DATE,OPEN,HIGH,LOW,CLOSE,VOL
09/16 13:45,20980,20980,20970,20980,1949
09/16 13:40,20980,20980,20970,20980,16881
09/16 13:35,20980,20980,20970,20980,74348
09/16 13:30,20980,20980,20970,20980,59649
09/16 13:25,20990,20990,20980,20980,17676
09/16 13:20,20990,20990,20980,20990,5250
09/16 13:15,20980,20990,20980,20990,2723
09/16 13:10,20970,20990,20970,20980,17261
09/16 13:05,20980,20990,20970,20970,11290
09/16 13:00,20970,20980,20960,20980,28700
09/16 12:55,20970,20980,20960,20970,14292
09/16 12:50,20970,20980,20960,20970,10316
09/16 12:45,20980,20990,20960,20980,21124
09/16 12:40,20980,20990,20970,20980,31880
09/16 12:35,20990,21000,20970,20980,87356
09/16 11:35,20980,20980,20980,20980,4550
09/16 11:30,20970,20980,20970,20980,28410
09/16 11:25,20980,20980,20960,20970,69978
09/16 11:20,20990,20990,20970,20980,16319
09/16 11:15,21000,21000,20970,20980,48280
09/16 11:10,21000,21000,20980,20990,24367
09/16 11:05,20970,21000,20970,20990,113085
09/16 11:00,20960,20970,20950,20970,52695
09/16 10:55,20940,20960,20940,20960,54703
09/16 10:50,20950,20950,20940,20940,6220
09/16 10:45,20950,20960,20940,20950,78012
09/16 10:40,20930,20950,20930,20940,81499
09/16 10:35,20900,20940,20900,20930,155701
09/16 10:30,20890,20910,20890,20910,37934
09/16 10:25,20880,20900,20880,20900,84190
09/16 10:20,20860,20890,20850,20880,53857
09/16 10:15,20900,20900,20860,20860,46055
09/16 10:10,20890,20910,20870,20900,72503
09/16 10:05,20910,20920,20890,20900,47447
09/16 10:00,20910,20930,20900,20920,102213
09/16 09:55,20910,20920,20900,20910,102253
09/16 09:50,20910,20930,20900,20910,57040
09/16 09:45,20920,20930,20910,20920,52841
09/16 09:40,20890,20910,20880,20910,62383
09/16 09:35,20870,20890,20860,20890,39048
09/16 09:30,20880,20890,20860,20870,40818
09/16 09:25,20860,20890,20850,20880,111971
09/16 09:20,20840,20870,20820,20860,93422
09/16 09:15,20850,20880,20830,20840,163429
09/16 09:10,20870,20870,20830,20850,152591
09/16 09:05,20880,20890,20860,20870,118069
09/15 15:01,20900,20900,20890,20890,59660
09/15 15:00,20890,20900,20880,20890,186137
09/15 14:55,20890,20900,20880,20890,30380
09/15 14:50,20890,20900,20880,20890,29163
09/15 14:45,20900,20900,20870,20890,81708
09/15 14:40,20900,20910,20890,20890,29691
09/15 14:35,20910,20920,20900,20900,40784
09/15 14:30,20920,20920,20900,20910,15210
09/15 14:25,20910,20920,20900,20920,23742
09/15 14:20,20910,20920,20900,20910,36809
09/15 14:15,20940,20940,20900,20910,164706
09/15 14:10,20950,20970,20930,20930,122147
09/15 14:05,20940,20960,20940,20950,143588
09/15 14:00,20920,20940,20920,20940,68276
09/15 13:55,20910,20920,20900,20920,93406
09/15 13:50,20900,20920,20900,20910,86279
09/15 13:45,20890,20910,20890,20910,56084
09/15 13:40,20880,20900,20880,20890,47144
09/15 13:35,20870,20880,20870,20880,164342
09/15 13:30,20880,20880,20870,20880,964
09/15 13:25,20860,20880,20860,20880,120384
09/15 13:20,20870,20870,20860,20870,38960
09/15 13:15,20860,20870,20850,20860,27737
09/15 13:10,20860,20870,20860,20860,27687
09/15 13:05,20860,20870,20850,20860,23977
09/15 13:00,20870,20870,20850,20860,21497
09/15 12:55,20850,20870,20850,20870,35784
09/15 12:50,20860,20860,20850,20850,3383
09/15 12:45,20840,20860,20840,20860,14970
09/15 12:40,20860,20860,20840,20840,61510
09/15 12:35,20880,20880,20860,20870,63003
09/15 11:35,20880,20880,20880,20880,8955
09/15 11:30,20870,20880,20860,20880,25507
09/15 11:25,20850,20880,20840,20870,55281
09/15 11:20,20830,20860,20830,20850,45439
09/15 11:15,20840,20850,20830,20830,44454
09/15 11:10,20830,20840,20820,20840,42584
09/15 11:05,20810,20840,20810,20830,69686
09/15 11:00,20790,20810,20790,20810,47973
09/15 10:55,20790,20800,20780,20790,39996
09/15 10:50,20780,20800,20780,20790,19070
09/15 10:45,20780,20790,20780,20780,49644
09/15 10:40,20780,20780,20750,20780,93341
09/15 10:35,20780,20810,20770,20780,65432
09/15 10:30,20810,20810,20780,20780,37561
09/15 10:25,20820,20830,20800,20810,37559
09/15 10:20,20770,20830,20760,20820,111101
09/15 10:15,20770,20790,20770,20780,44436
09/15 10:10,20770,20770,20750,20770,34069
09/15 10:05,20760,20790,20750,20770,70636
09/15 10:00,20790,20790,20750,20770,58850
09/15 09:55,20770,20800,20760,20790,140971
09/15 09:50,20800,20800,20770,20780,99639
09/15 09:45,20800,20810,20790,20800,15912
09/15 09:40,20810,20810,20790,20800,38740
09/15 09:35,20830,20830,20770,20810,250336
09/15 09:30,20790,20830,20780,20830,168588
09/15 09:25,20800,20810,20770,20790,129337
09/15 09:20,20810,20830,20770,20790,249502
09/15 09:15,20920,20930,20770,20800,467824
09/15 09:10,20950,20950,20920,20920,163279
09/15 09:05,20930,20950,20900,20950,353868
09/14 15:01,21110,21110,21110,21110,60129
09/14 15:00,21110,21120,21090,21090,113584
09/14 14:55,21110,21120,21100,21110,70668
09/14 14:50,21100,21120,21090,21110,81430
09/14 14:45,21090,21100,21080,21100,77861
09/14 14:40,21060,21090,21050,21090,59548
09/14 14:35,21090,21090,21050,21060,108641
09/14 14:30,21080,21090,21080,21080,65122
09/14 14:25,21060,21080,21060,21080,17619
09/14 14:20,21070,21070,21060,21060,12378
09/14 14:15,21100,21100,21060,21080,56854
09/14 14:10,21100,21110,21090,21100,27865
09/14 14:05,21110,21110,21100,21100,3482
09/14 14:00,21110,21120,21100,21110,16095
09/14 13:55,21100,21120,21100,21110,4637
09/14 13:50,21100,21110,21100,21110,16601
09/14 13:45,21110,21120,21100,21100,22469
09/14 13:40,21110,21120,21110,21120,28120
09/14 13:35,21100,21110,21100,21110,26724
09/14 13:30,21090,21110,21080,21100,44109
09/14 13:25,21090,21090,21080,21090,18700
09/14 13:20,21080,21100,21080,21100,17800
09/14 13:15,21090,21090,21080,21080,16414
09/14 13:10,21090,21100,21080,21090,28229
09/14 13:05,21110,21110,21090,21100,14591
09/14 13:00,21100,21110,21100,21110,76333
09/14 12:55,21100,21110,21100,21110,3214
09/14 12:50,21110,21110,21100,21100,4820
09/14 12:45,21110,21130,21100,21110,22957
09/14 12:40,21100,21120,21090,21110,65533
09/14 12:35,21100,21120,21100,21100,71762
09/14 11:35,21140,21140,21140,21140,4752
09/14 11:30,21140,21150,21130,21140,69182
09/14 11:25,21120,21150,21120,21140,76868
09/14 11:20,21120,21130,21110,21120,35633
09/14 11:15,21120,21140,21120,21130,38625
09/14 11:10,21110,21130,21110,21120,162662
09/14 11:05,21090,21110,21090,21110,33179
09/14 11:00,21110,21120,21090,21090,83659
09/14 10:55,21100,21110,21090,21110,34652
09/14 10:50,21090,21110,21080,21100,86550
09/14 10:45,21080,21100,21070,21090,46793
09/14 10:40,21080,21090,21070,21080,27073
09/14 10:35,21050,21090,21050,21070,92890
09/14 10:30,21040,21060,21030,21050,32695
09/14 10:25,21050,21050,21020,21040,130109
09/14 10:20,21080,21080,21050,21050,52511
09/14 10:15,21120,21120,21070,21080,58626
09/14 10:10,21060,21120,21050,21120,176597
09/14 10:05,21050,21070,21040,21060,92764
09/14 10:00,21060,21080,21050,21060,24297
09/14 09:55,21080,21080,21050,21070,37277
09/14 09:50,21060,21080,21060,21080,39654
09/14 09:45,21050,21070,21040,21050,34995
09/14 09:40,21050,21070,21040,21050,68218
09/14 09:35,21050,21070,21030,21050,106980
09/14 09:30,21050,21070,21050,21060,53868
09/14 09:25,21080,21090,21040,21050,88171
09/14 09:20,21100,21110,21070,21080,147946
09/14 09:15,21090,21110,21080,21100,173239
09/14 09:10,21070,21120,21050,21080,368805
09/14 09:05,21020,21080,21020,21070,348722
09/11 15:01,20800,20810,20800,20810,85130
09/11 15:00,20800,20800,20780,20800,178135
09/11 14:55,20810,20810,20790,20800,87729
09/11 14:50,20820,20830,20800,20810,65295
09/11 14:45,20830,20840,20810,20820,123253
09/11 14:40,20840,20850,20820,20830,79177
09/11 14:35,20820,20850,20820,20840,79982
09/11 14:30,20820,20830,20800,20820,70255
09/11 14:25,20780,20820,20780,20820,84535
09/11 14:20,20770,20800,20770,20780,104830
09/11 14:15,20760,20790,20760,20770,28987
09/11 14:10,20770,20780,20760,20760,56331
09/11 14:05,20750,20780,20740,20770,88020
09/11 14:00,20750,20770,20750,20750,47413
09/11 13:55,20760,20770,20740,20750,27725
09/11 13:50,20740,20780,20740,20750,72094
09/11 13:45,20730,20750,20720,20740,18402
09/11 13:40,20710,20730,20710,20720,19526
09/11 13:35,20750,20760,20700,20710,90943
09/11 13:30,20730,20770,20730,20750,128043
09/11 13:25,20680,20740,20670,20730,169872
09/11 13:20,20680,20680,20670,20680,30609
09/11 13:15,20680,20690,20660,20670,34761
09/11 13:10,20670,20680,20660,20680,60009
09/11 13:05,20650,20670,20640,20670,49340
09/11 13:00,20650,20660,20630,20650,33869
09/11 12:55,20650,20660,20640,20650,35262
09/11 12:50,20670,20670,20650,20660,50173
09/11 12:45,20670,20680,20670,20670,27382
09/11 12:40,20650,20690,20640,20680,99441
09/11 12:35,20630,20660,20590,20650,107560
09/11 11:35,20640,20640,20640,20640,5771
09/11 11:30,20650,20660,20650,20650,41195
09/11 11:25,20650,20660,20640,20640,51460
09/11 11:20,20660,20660,20640,20650,38719
09/11 11:15,20650,20670,20650,20650,26482
09/11 11:10,20640,20670,20640,20650,75656
09/11 11:05,20640,20670,20630,20630,65072
09/11 11:00,20620,20650,20620,20640,42563
09/11 10:55,20610,20630,20600,20620,66163
09/11 10:50,20610,20610,20580,20600,153274
09/11 10:45,20640,20660,20610,20610,81235
09/11 10:40,20690,20700,20630,20640,88136
09/11 10:35,20650,20690,20640,20690,147093
09/11 10:30,20670,20680,20640,20650,58625
09/11 10:25,20660,20680,20640,20670,63123
09/11 10:20,20690,20710,20660,20660,88279
09/11 10:15,20640,20710,20630,20690,214491
09/11 10:10,20650,20660,20630,20640,137071
09/11 10:05,20540,20650,20540,20640,250176
09/11 10:00,20520,20540,20510,20540,129799
09/11 09:55,20520,20540,20500,20520,148993
09/11 09:50,20500,20520,20490,20520,112176
09/11 09:45,20510,20520,20490,20500,51326
09/11 09:40,20500,20510,20470,20510,54476
09/11 09:35,20500,20510,20480,20500,64455
09/11 09:30,20550,20560,20510,20510,121763
09/11 09:25,20520,20560,20520,20550,163934
09/11 09:20,20470,20530,20470,20520,145079
09/11 09:15,20480,20500,20450,20470,85908
09/11 09:10,20430,20530,20430,20470,155637
09/11 09:05,20470,20550,20430,20440,461154
09/10 15:01,20530,20550,20530,20550,51019
09/10 15:00,20540,20550,20530,20530,138406
09/10 14:55,20520,20540,20510,20530,129478
09/10 14:50,20500,20520,20490,20510,81236
09/10 14:45,20510,20530,20500,20500,97170
09/10 14:40,20500,20520,20500,20510,17961
09/10 14:35,20510,20520,20500,20500,91662
09/10 14:30,20500,20520,20490,20510,90790
09/10 14:25,20470,20510,20470,20500,168869
09/10 14:20,20460,20470,20450,20460,57401
09/10 14:15,20440,20450,20440,20450,11636
09/10 14:10,20450,20460,20440,20440,10668
09/10 14:05,20440,20460,20440,20450,31886
09/10 14:00,20430,20450,20430,20440,10561
09/10 13:55,20430,20440,20420,20440,20710
09/10 13:50,20440,20450,20430,20430,51823
09/10 13:45,20430,20450,20430,20440,61088
09/10 13:40,20440,20450,20430,20430,15658
09/10 13:35,20420,20450,20420,20440,28653
09/10 13:30,20420,20430,20420,20420,9330
09/10 13:25,20410,20430,20410,20420,13105
09/10 13:20,20440,20450,20410,20410,20603
09/10 13:15,20440,20450,20430,20440,60673
09/10 13:10,20440,20450,20430,20440,17473
09/10 13:05,20440,20440,20420,20430,42815
09/10 13:00,20460,20470,20440,20440,21581
09/10 12:55,20450,20470,20450,20460,30448
09/10 12:50,20480,20490,20450,20450,62880
09/10 12:45,20470,20480,20460,20480,72195
09/10 12:40,20450,20480,20440,20480,136239
09/10 12:35,20420,20450,20420,20440,286698
09/10 11:35,20400,20400,20400,20400,4813
09/10 11:30,20370,20400,20360,20400,53545
09/10 11:25,20360,20370,20350,20360,18502
09/10 11:20,20360,20380,20360,20360,46706
09/10 11:15,20400,20400,20360,20360,215888
09/10 11:10,20390,20410,20390,20390,76106
09/10 11:05,20410,20420,20370,20390,96325
09/10 11:00,20420,20420,20400,20410,136572
09/10 10:55,20400,20420,20390,20410,23801
09/10 10:50,20410,20410,20380,20400,110502
09/10 10:45,20410,20430,20400,20410,48823
09/10 10:40,20430,20430,20380,20410,170389
09/10 10:35,20460,20470,20420,20430,129274
09/10 10:30,20450,20490,20450,20470,123558
09/10 10:25,20460,20460,20430,20450,85087
09/10 10:20,20480,20490,20440,20460,100314
09/10 10:15,20490,20500,20460,20470,119608
09/10 10:10,20480,20500,20480,20480,58600
09/10 10:05,20460,20480,20450,20480,88994
09/10 10:00,20490,20500,20470,20470,110938
09/10 09:55,20490,20500,20480,20490,51740
09/10 09:50,20480,20510,20480,20480,39949
09/10 09:45,20470,20510,20470,20470,89145
09/10 09:40,20460,20470,20440,20470,98030
09/10 09:35,20510,20530,20440,20450,171354
09/10 09:30,20480,20530,20470,20520,383332
09/10 09:25,20480,20480,20460,20470,118089
09/10 09:20,20450,20480,20430,20480,243972
09/10 09:15,20450,20470,20440,20440,69781
09/10 09:10,20490,20490,20430,20440,196344
09/10 09:05,20490,20500,20450,20480,467732
09/09 15:01,20190,20190,20190,20190,77800
09/09 15:00,20190,20200,20170,20170,195334
09/09 14:55,20210,20230,20190,20190,92224
09/09 14:50,20210,20230,20200,20200,175695
09/09 14:45,20210,20210,20190,20200,81749
09/09 14:40,20190,20210,20190,20210,61420
09/09 14:35,20190,20210,20180,20190,117262
09/09 14:30,20200,20220,20190,20190,131108
09/09 14:25,20200,20210,20190,20210,55411
09/09 14:20,20200,20210,20190,20200,55808
09/09 14:15,20170,20200,20160,20200,144857
09/09 14:10,20160,20180,20140,20170,125971
09/09 14:05,20130,20160,20120,20150,128150
09/09 14:00,20130,20150,20120,20140,144094
09/09 13:55,20110,20130,20110,20130,42471
09/09 13:50,20140,20150,20100,20110,83106
09/09 13:45,20140,20150,20120,20130,52529
09/09 13:40,20140,20160,20110,20140,148292
09/09 13:35,20090,20150,20070,20140,212313
09/09 13:30,20080,20090,20060,20090,98213
09/09 13:25,20050,20080,20050,20070,107052
09/09 13:20,20010,20060,20010,20050,90968
09/09 13:15,20010,20010,20000,20010,72472
09/09 13:10,20020,20030,20010,20020,16864
09/09 13:05,20040,20040,20010,20010,30889
09/09 13:00,20030,20040,20030,20040,7769
09/09 12:55,20030,20040,20020,20030,37011
09/09 12:50,20030,20040,20010,20030,93877
09/09 12:45,20040,20040,20010,20030,100218
09/09 12:40,20020,20040,20020,20040,82258
09/09 12:35,20010,20030,19990,20020,125517
09/09 11:35,19980,19980,19980,19980,5195
09/09 11:30,19960,19980,19940,19970,62497
09/09 11:25,19950,19970,19940,19970,36085
09/09 11:20,19960,19970,19930,19950,124439
09/09 11:15,19940,19980,19930,19970,50794
09/09 11:10,19960,19980,19930,19940,147553
09/09 11:05,20020,20020,19950,19960,121365
09/09 11:00,20010,20040,19990,20020,162904
09/09 10:55,19990,20010,19960,20000,75886
09/09 10:50,19980,19990,19960,19990,47365
09/09 10:45,19980,19990,19950,19990,51572
09/09 10:40,19950,19990,19950,19980,91969
09/09 10:35,19960,19980,19920,19950,195424
09/09 10:30,20000,20010,19970,19970,101423
09/09 10:25,19990,20010,19980,20010,102185
09/09 10:20,19980,20010,19950,19990,181688
09/09 10:15,19930,19990,19920,19980,186809
09/09 10:10,20020,20030,19920,19930,371976
09/09 10:05,20060,20060,20000,20020,155264
09/09 10:00,20020,20060,20010,20060,129087
09/09 09:55,20040,20060,20010,20020,238598
09/09 09:50,20070,20080,20030,20040,193892
09/09 09:45,20090,20090,20060,20080,129299
09/09 09:40,20050,20100,20050,20090,146824
09/09 09:35,20040,20070,20020,20050,157271
09/09 09:30,20060,20070,20030,20040,173113
09/09 09:25,20070,20110,20050,20060,284083
09/09 09:20,20060,20090,20030,20070,217548
09/09 09:15,20030,20070,20020,20060,224575
09/09 09:10,20100,20100,20020,20040,543348
09/09 09:05,20060,20110,20050,20090,612979
09/08 15:01,20630,20630,20630,20630,129206
09/08 15:00,20570,20610,20550,20610,188980
09/08 14:55,20580,20580,20540,20570,92058
09/08 14:50,20550,20580,20540,20570,72266
09/08 14:45,20530,20550,20530,20550,23890
09/08 14:40,20540,20560,20530,20540,100648
09/08 14:35,20540,20540,20520,20540,56275
09/08 14:30,20520,20540,20520,20530,44434
09/08 14:25,20510,20530,20500,20520,46198
09/08 14:20,20490,20510,20490,20510,92114
09/08 14:15,20490,20490,20480,20490,46155
09/08 14:10,20490,20490,20480,20490,13350
09/08 14:05,20490,20500,20480,20490,86159
09/08 14:00,20480,20490,20480,20490,34408
09/08 13:55,20490,20500,20480,20480,46099
09/08 13:50,20480,20500,20480,20490,46233
09/08 13:45,20480,20490,20470,20470,58056
09/08 13:40,20500,20500,20480,20490,80179
09/08 13:35,20500,20510,20490,20500,29243
09/08 13:30,20500,20510,20490,20500,23184
09/08 13:25,20510,20510,20490,20500,15536
09/08 13:20,20500,20520,20490,20510,60836
09/08 13:15,20480,20500,20480,20490,60433
09/08 13:10,20500,20500,20470,20480,47444
09/08 13:05,20510,20510,20490,20500,36347
09/08 13:00,20490,20510,20480,20500,55782
09/08 12:55,20480,20490,20470,20490,26883
09/08 12:50,20490,20500,20480,20480,8640
09/08 12:45,20480,20500,20470,20490,31324
09/08 12:40,20470,20490,20460,20470,57318
09/08 12:35,20450,20470,20430,20460,152152
09/08 11:35,20490,20490,20490,20490,5424
09/08 11:30,20520,20530,20490,20500,36352
09/08 11:25,20500,20520,20500,20510,46532
09/08 11:20,20500,20520,20500,20500,73243
09/08 11:15,20510,20520,20490,20490,39192
09/08 11:10,20500,20520,20500,20510,94749
09/08 11:05,20450,20500,20450,20490,163083
09/08 11:00,20440,20460,20430,20450,21347
09/08 10:55,20420,20460,20420,20440,110293
09/08 10:50,20430,20450,20410,20430,53181
09/08 10:45,20450,20450,20430,20430,84489
09/08 10:40,20450,20450,20420,20440,105778
09/08 10:35,20450,20450,20420,20450,58166
09/08 10:30,20460,20460,20440,20450,37348
09/08 10:25,20450,20470,20440,20450,156424
09/08 10:20,20430,20460,20400,20440,231545
09/08 10:15,20380,20430,20380,20420,72145
09/08 10:10,20390,20390,20350,20380,151708
09/08 10:05,20420,20430,20390,20400,92426
09/08 10:00,20420,20440,20410,20420,60052
09/08 09:55,20430,20440,20420,20420,38468
09/08 09:50,20400,20430,20380,20420,136532
09/08 09:45,20410,20420,20390,20400,71517
09/08 09:40,20420,20440,20400,20410,94068
09/08 09:35,20440,20460,20410,20420,119311
09/08 09:30,20440,20460,20420,20440,84276
09/08 09:25,20410,20450,20400,20440,80569
09/08 09:20,20420,20450,20390,20420,151085
09/08 09:15,20440,20460,20410,20420,83719
09/08 09:10,20430,20470,20430,20440,73210
09/08 09:05,20490,20530,20440,20440,467381
09/07 15:01,20300,20310,20300,20310,62911
09/07 15:00,20320,20320,20300,20310,129040
09/07 14:55,20320,20340,20310,20320,102484
09/07 14:50,20330,20340,20310,20320,74850
09/07 14:45,20300,20320,20300,20320,20920
09/07 14:40,20340,20350,20290,20300,123443
09/07 14:35,20330,20350,20320,20340,104123
09/07 14:30,20310,20330,20300,20320,49879
09/07 14:25,20330,20330,20320,20320,102282
09/07 14:20,20330,20330,20320,20330,20482
09/07 14:15,20340,20340,20320,20330,27117
09/07 14:10,20350,20370,20330,20340,38757
09/07 14:05,20330,20350,20320,20340,30951
09/07 14:00,20330,20350,20330,20330,10619
09/07 13:55,20350,20350,20320,20320,35757
09/07 13:50,20380,20380,20330,20350,68218
09/07 13:45,20360,20380,20350,20380,61575
09/07 13:40,20370,20370,20350,20360,16218
09/07 13:35,20360,20360,20340,20360,30635
09/07 13:30,20370,20370,20330,20350,130776
09/07 13:25,20370,20370,20360,20370,23432
09/07 13:20,20360,20370,20360,20360,5073
09/07 13:15,20390,20400,20360,20370,126241
09/07 13:10,20400,20400,20370,20380,63501
09/07 13:05,20410,20410,20390,20400,74115
09/07 13:00,20400,20430,20390,20420,15880
09/07 12:55,20430,20430,20390,20400,41346
09/07 12:50,20410,20440,20410,20430,82220
09/07 12:45,20410,20420,20400,20410,44138
09/07 12:40,20420,20420,20400,20410,32071
09/07 12:35,20420,20430,20380,20410,152108
09/07 11:35,20360,20360,20360,20360,14703
09/07 11:30,20340,20380,20340,20380,70905
09/07 11:25,20320,20340,20310,20330,67361
09/07 11:20,20360,20360,20320,20320,186979
09/07 11:15,20410,20420,20350,20360,183758
09/07 11:10,20430,20440,20410,20410,71757
09/07 11:05,20460,20480,20420,20430,119672
09/07 11:00,20460,20470,20450,20460,19757
09/07 10:55,20510,20510,20470,20470,52512
09/07 10:50,20490,20510,20490,20500,34512
09/07 10:45,20500,20510,20480,20480,149742
09/07 10:40,20480,20490,20450,20490,64948
09/07 10:35,20460,20490,20450,20480,88382
09/07 10:30,20460,20460,20440,20460,67889
09/07 10:25,20410,20450,20400,20450,66095
09/07 10:20,20460,20480,20410,20410,94906
09/07 10:15,20490,20500,20450,20460,101081
09/07 10:10,20500,20510,20480,20480,78649
09/07 10:05,20470,20510,20460,20490,182591
09/07 10:00,20490,20500,20440,20470,77559
09/07 09:55,20510,20520,20480,20490,62841
09/07 09:50,20450,20520,20440,20510,224211
09/07 09:45,20400,20460,20400,20440,161161
09/07 09:40,20420,20440,20400,20400,108579
09/07 09:35,20340,20440,20320,20420,180387
09/07 09:30,20340,20380,20320,20340,127208
09/07 09:25,20310,20350,20310,20340,69203
09/07 09:20,20310,20330,20290,20310,268450
09/07 09:15,20350,20350,20300,20310,206216
09/07 09:10,20340,20380,20320,20350,261424
09/07 09:05,20380,20380,20300,20330,337954
09/04 15:01,20480,20480,20480,20480,83639
09/04 15:00,20470,20480,20450,20470,174315
09/04 14:55,20470,20480,20450,20470,91216
09/04 14:50,20460,20490,20450,20470,130269
09/04 14:45,20420,20460,20420,20450,96035
09/04 14:40,20420,20450,20410,20420,143468
09/04 14:35,20450,20450,20410,20420,89023
09/04 14:30,20430,20450,20430,20450,54596
09/04 14:25,20430,20450,20400,20430,104533
09/04 14:20,20450,20460,20430,20440,47780
09/04 14:15,20480,20480,20450,20450,47487
09/04 14:10,20470,20490,20460,20470,56858
09/04 14:05,20470,20470,20460,20460,54137
09/04 14:00,20480,20480,20460,20470,138144
09/04 13:55,20420,20490,20420,20480,199809
09/04 13:50,20430,20430,20410,20420,43065
09/04 13:45,20430,20440,20410,20420,62739
09/04 13:40,20420,20430,20410,20430,65873
09/04 13:35,20400,20430,20400,20410,211791
09/04 13:30,20380,20400,20380,20400,15449
09/04 13:25,20390,20410,20370,20380,43465
09/04 13:20,20390,20410,20380,20390,100040
09/04 13:15,20410,20420,20360,20390,405352
09/04 13:10,20440,20440,20400,20410,112209
09/04 13:05,20420,20450,20410,20440,61530
09/04 13:00,20430,20440,20410,20410,89042
09/04 12:55,20480,20490,20430,20430,153143
09/04 12:50,20450,20480,20440,20480,67345
09/04 12:45,20480,20490,20440,20450,187340
09/04 12:40,20490,20500,20450,20470,122808
09/04 12:35,20490,20500,20460,20480,219208
09/04 11:35,20560,20560,20560,20560,6038
09/04 11:30,20560,20570,20550,20550,42254
09/04 11:25,20570,20580,20560,20570,76029
09/04 11:20,20520,20590,20510,20570,166591
09/04 11:15,20480,20520,20480,20510,71462
09/04 11:10,20520,20530,20480,20490,269166
09/04 11:05,20520,20530,20500,20520,121404
09/04 11:00,20530,20530,20500,20510,131079
09/04 10:55,20530,20540,20510,20530,127663
09/04 10:50,20510,20550,20510,20530,72771
09/04 10:45,20490,20520,20480,20510,66412
09/04 10:40,20480,20500,20460,20480,119313
09/04 10:35,20490,20520,20440,20480,124434
09/04 10:30,20510,20520,20460,20500,89959
09/04 10:25,20510,20510,20460,20510,162882
09/04 10:20,20560,20560,20500,20520,140843
09/04 10:15,20560,20580,20540,20560,162414
09/04 10:10,20550,20590,20540,20560,188904
09/04 10:05,20460,20580,20460,20550,332170
09/04 10:00,20450,20470,20440,20460,187070
09/04 09:55,20420,20450,20410,20450,145066
09/04 09:50,20400,20440,20390,20430,119211
09/04 09:45,20410,20430,20390,20400,207140
09/04 09:40,20450,20450,20390,20410,207838
09/04 09:35,20410,20450,20380,20450,263612
09/04 09:30,20400,20440,20390,20410,265008
09/04 09:25,20380,20400,20350,20390,163777
09/04 09:20,20350,20400,20330,20380,194194
09/04 09:15,20430,20450,20330,20350,515533
09/04 09:10,20370,20450,20360,20430,476250
09/04 09:05,20320,20390,20300,20380,616895
09/03 15:01,20950,20950,20950,20950,60143
09/03 15:00,20940,20970,20910,20930,97303
09/03 14:55,20940,20950,20920,20940,146783
09/03 14:50,20940,20940,20910,20930,186358
09/03 14:45,20960,20980,20930,20930,79388
09/03 14:40,20970,20980,20960,20960,194220
09/03 14:35,21000,21000,20960,20970,83099
09/03 14:30,21000,21020,21000,21010,75427
09/03 14:25,21000,21010,20990,21000,23602
09/03 14:20,20980,21010,20970,21000,54637
09/03 14:15,21020,21020,20990,20990,59008
09/03 14:10,20980,21020,20980,21020,41557
09/03 14:05,21010,21020,20980,20980,57867
09/03 14:00,21020,21020,20990,21020,68123
09/03 13:55,21050,21050,21010,21010,102334
09/03 13:50,21040,21060,21020,21050,44507
09/03 13:45,21020,21040,21020,21030,46377
09/03 13:40,21030,21040,21010,21020,32440
09/03 13:35,21040,21040,21020,21030,26444
09/03 13:30,21030,21040,21030,21040,11903
09/03 13:25,21040,21040,21020,21040,49268
09/03 13:20,21070,21070,21030,21040,78916
09/03 13:15,21090,21090,21070,21070,26219
09/03 13:10,21060,21110,21060,21090,81739
09/03 13:05,21100,21100,21060,21060,153807
09/03 13:00,21080,21100,21070,21090,39455
09/03 12:55,21090,21100,21080,21080,50649
09/03 12:50,21080,21100,21060,21090,74958
09/03 12:45,21060,21090,21050,21080,58594
09/03 12:40,21070,21080,21050,21060,91022
09/03 12:35,21000,21080,20980,21080,268516
09/03 11:35,21110,21110,21110,21110,8476
09/03 11:30,21120,21130,21090,21110,131874
09/03 11:25,21090,21120,21090,21110,183873
09/03 11:20,21110,21110,21080,21080,64619
09/03 11:15,21120,21130,21100,21110,83731
09/03 11:10,21080,21130,21080,21110,174786
09/03 11:05,21090,21100,21060,21080,66911
09/03 11:00,21060,21100,21040,21090,125716
09/03 10:55,21050,21090,21050,21060,220502
09/03 10:50,21010,21060,21000,21040,181721
09/03 10:45,20980,21020,20970,21000,135928
09/03 10:40,20910,20980,20900,20980,132828
09/03 10:35,20960,20970,20890,20910,116399
09/03 10:30,20960,20980,20950,20970,87034
09/03 10:25,20910,20960,20900,20960,115601
09/03 10:20,20910,20920,20890,20910,125129
09/03 10:15,20930,20930,20900,20920,116509
09/03 10:10,20930,20940,20900,20920,87288
09/03 10:05,20950,20960,20920,20930,155494
09/03 10:00,20990,21020,20950,20950,155950
09/03 09:55,20990,21020,20970,20990,142770
09/03 09:50,21030,21030,20980,20990,126570
09/03 09:45,21040,21050,21010,21020,177122
09/03 09:40,21060,21070,21040,21040,155962
09/03 09:35,21080,21090,21020,21060,162649
09/03 09:30,21080,21090,21050,21080,164570
09/03 09:25,21080,21140,21070,21080,234954
09/03 09:20,21120,21120,21070,21080,215649
09/03 09:15,21110,21140,21100,21120,201264
09/03 09:10,21130,21140,21070,21110,298021
09/03 09:05,21100,21150,21090,21140,616560
09/02 15:01,20570,20570,20570,20570,56438
09/02 15:00,20550,20570,20530,20570,120970
09/02 14:55,20550,20560,20540,20550,35410
